fecha,Estimado,Indicador,Inferior,Superior,Domingo_semana
2020-11-29,0.622137089141225,C3,0.0,0.0,2020-11-29
2020-11-30,0.620378187331559,C3,0.0,0.0,2020-11-29
2020-12-01,0.626940198012351,C3,0.0,0.0,2020-11-29
2020-12-02,0.620903785944449,C3,0.0,0.0,2020-11-29
2020-12-03,0.614206832268409,C3,0.0,0.0,2020-11-29
2020-12-04,0.611163592604732,C3,0.0,0.0,2020-11-29
2020-12-05,0.612372200743787,C3,0.0,0.0,2020-11-29
2020-12-06,0.607967208572837,C3,0.0,0.0,2020-12-06
2020-12-07,0.602063628408032,C3,0.0,0.0,2020-12-06
2020-12-08,0.605180101605691,C3,0.0,0.0,2020-12-06
2020-12-09,0.607843672922112,C3,0.0,0.0,2020-12-06
2020-12-10,0.621473681215721,C3,0.0,0.0,2020-12-06
2020-12-11,0.632421797943265,C3,0.0,0.0,2020-12-06
2020-12-12,0.627442930997236,C3,0.0,0.0,2020-12-06
2020-12-13,0.623162419482682,C3,0.0,0.0,2020-12-13
2020-12-14,0.622144562848677,C3,0.0,0.0,2020-12-13
2020-12-15,0.611313639045745,C3,0.0,0.0,2020-12-13
2020-12-16,0.606946745595465,C3,0.0,0.0,2020-12-13
2020-12-17,0.594824383373907,C3,0.0,0.0,2020-12-13
2020-12-18,0.582476123082347,C3,0.0,0.0,2020-12-13
2020-12-19,0.570183347940303,C3,0.0,0.0,2020-12-13
2020-12-20,0.561835511831273,C3,0.0,0.0,2020-12-20
2020-12-21,0.55943108205427,C3,0.0,0.0,2020-12-20
2020-12-22,0.553125913641028,C3,0.0,0.0,2020-12-20
2020-12-23,0.544645225225321,C3,0.0,0.0,2020-12-20
2020-12-24,0.532098407646376,C3,0.0,0.0,2020-12-20
2020-12-25,0.544800439948563,C3,0.0,0.0,2020-12-20
2020-12-26,0.565474929778305,C3,0.0,0.0,2020-12-20
2020-12-27,0.574351275571644,C3,0.0,0.0,2020-12-27
2020-12-28,0.568086195997659,C3,0.0,0.0,2020-12-27
2020-12-29,0.566221628795775,C3,0.0,0.0,2020-12-27
2020-12-30,0.561761548799041,C3,0.0,0.0,2020-12-27
2020-12-31,0.554741544919757,C3,0.0,0.0,2020-12-27
2021-01-01,0.542120575769074,C3,0.0,0.0,2020-12-27
2021-01-02,0.535757262727474,C3,0.0,0.0,2020-12-27
2021-01-03,0.528030630550924,C3,0.0,0.0,2021-01-03
2021-01-04,0.528909971905706,C3,0.0,0.0,2021-01-03
2021-01-05,0.518215908172184,C3,0.0,0.0,2021-01-03
2021-01-06,0.505004089515424,C3,0.0,0.0,2021-01-03
2021-01-07,0.5129612767787,C3,0.0,0.0,2021-01-03
2021-01-08,0.508665852935404,C3,0.0,0.0,2021-01-03
2021-01-09,0.489610583646926,C3,0.0,0.0,2021-01-03
2021-01-10,0.476505341550087,C3,0.0,0.0,2021-01-10
2021-01-11,0.468230480394405,C3,0.0,0.0,2021-01-10
2021-01-12,0.48318976563228,C3,0.0,0.0,2021-01-10
2021-01-13,0.493507225949741,C3,0.0,0.0,2021-01-10
2021-01-14,0.490142836715786,C3,0.0,0.0,2021-01-10
2021-01-15,0.480321408144358,C3,0.0,0.0,2021-01-10
2021-01-16,0.493511343209293,C3,0.0,0.0,2021-01-10
2020-03-10,0.07784480965259,C4,0.0,0.0,2020-03-08
2020-03-11,0.106416238224019,C4,0.0,0.0,2020-03-08
2020-03-12,0.128776486671224,C4,0.0,0.0,2020-03-08
2020-03-13,0.163408521303258,C4,0.0,0.0,2020-03-08
2020-03-14,0.17614518223269,C4,0.0,0.0,2020-03-08
2020-03-15,0.201813631430551,C4,0.0,0.0,2020-03-15
2020-03-16,0.21397946267533,C4,0.0,0.0,2020-03-15
2020-03-17,0.237072910580808,C4,0.0,0.0,2020-03-15
